"FoodID","FoodCode","FoodDescription","FoodGroupID"
"4579","4579","Fast foods, entree, salad, vegetable, no dressing","21"
"4580","4580","Fast foods, entree, salad, vegetable, no dressing, with cheese and egg","21"
"4581","4581","Fast foods, entree, salad, vegetable, no dressing, with chicken","21"
"4582","4582","Fast foods, entree, salad, vegetable, no dressing, with pasta and seafood","21"
"4583","4583","Fast foods, entree, salad, vegetable, no dressing, with shrimp","21"
"4584","4584","Fast foods, entree, salad, vegetable, no dressing, with turkey, ham and cheese","21"
"4585","4585","Fast foods, entree, scallops, breaded and fried","21"
"4586","4586","Fast foods, entree, shrimp, breaded and fried","21"
"4587","4587","Fast foods, mexican, burrito with beans","21"
"4588","4588","Fast foods, mexican, burrito with beans and cheese","21"
"4589","4589","Fast foods, mexican, burrito with beans and chili peppers","21"
"4590","4590","Fast foods, mexican, burrito with beans and beef","21"
"4591","4591","Fast foods, mexican, burrito with beans, cheese and beef","21"
"4592","4592","Fast foods, mexican, burrito with beans, cheese and chili peppers","21"
"4593","4593","Fast foods, mexican, burrito with beef","21"
"4594","4594","Fast foods, mexican, burrito with beef and chili peppers","21"
"4595","4595","Fast foods, mexican, burrito with beef, cheese and chili","21"
"4596","4596","Fast foods, dessert, burrito with fruit (apple or cherry)","21"
"4597","4597","Fast foods, mexican, chimichanga with beef","21"
"4598","4598","Fast foods, mexican, chimichanga with beef and cheese","21"
"4599","4599","Fast foods, mexican, chimichanga with beef and red chili","21"
"4600","4600","Fast foods, mexican, chimichanga with beef, cheese and red chili peppers","21"
"4601","4601","Fast foods, mexican, enchilada with cheese","21"
"4602","4602","Fast foods, mexican, enchilada with cheese and beef","21"
"4603","4603","Fast foods, mexican, enchirito with cheese, beef and beans","21"
"4604","4604","Fast foods, mexican, frijoles (pinto beans) with cheese","21"
"4605","4605","Fast foods, mexican, nachos with cheese","21"
"4607","4607","Fast foods, mexican, nachos with cheese, beans, ground beef and tomatoes","21"
"4609","4609","Fast foods, mexican, taco with beef, cheese and lettuce, hard shell","21"
"4610","4610","Fast foods, mexican, taco salad","21"
"4611","4611","Fast foods, mexican, taco salad with chili con carne","21"
"4612","4612","Fast foods, mexican, tostada with beans and cheese","21"
"4613","4613","Fast foods, mexican, tostada with beans, beef and cheese","21"
"4614","4614","Fast foods, mexican, tostada with beef and cheese","21"
"4615","4615","Fast foods, mexican, tostada with guacamole","21"
"4616","4616","Fast foods, sandwiches and burgers, cheeseburger, regular, single patty, plain","21"
"4617","4617","Fast foods, sandwiches and burgers, cheeseburger, regular, single patty, with condiments","21"
"4618","4618","Fast foods, sandwiches and burgers, cheeseburger, regular, single patty, with condiments and vegetables","21"
"4619","4619","Fast foods, sandwiches and burgers, cheeseburger, regular, double patty, plain","21"
"4620","4620","Fast foods, sandwiches and burgers, cheeseburger, regular, double patty, with condiments and vegetables","21"
"4621","4621","Fast foods, sandwiches and burgers, cheeseburger, regular, double patty and bun, with condiments","21"
"4622","4622","Fast foods, sandwiches and burgers, cheeseburger, regular, double patty and bun, with condiments and vegetables","21"
"4623","4623","Fast foods, sandwiches and burgers, cheeseburger, large, single patty, plain","21"
"4624","4624","Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with bacon and condiments","21"
"4626","4626","Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with ham, condiments and vegetables","21"
"4627","4627","Fast foods, sandwiches and burgers, cheeseburger, large, double patty, with condiments and vegetables","21"
"4628","4628","Fast foods, sandwiches and burgers, cheeseburger, large, triple patty, plain","21"
"4629","4629","Fast foods, sandwiches and burgers, chicken fillet sandwich, plain","21"
"4631","4631","Fast foods, sandwiches and burgers, egg and cheese sandwich","21"
"4632","4632","Fast foods, sandwiches and burgers, fish sandwich with tartar sauce","21"
"4633","4633","Fast foods, sandwiches and burgers, fish sandwich with tartar sauce and cheese","21"
"4634","4634","Fast foods, sandwiches and burgers, hamburger, regular, single patty, plain","21"
"4635","4635","Fast foods, sandwiches and burgers, hamburger, regular, single patty, with condiments","21"
"4636","4636","Fast foods, sandwiches and burgers, hamburger, regular, single patty, with condiments and vegetables","21"
"4637","4637","Fast foods, sandwiches and burgers, hamburger, regular, double patty, plain","21"
"4638","4638","Fast foods, sandwiches and burgers, hamburger, regular, double patty, with condiments","21"
"4639","4639","Fast foods, sandwiches and burgers, hamburger, large, single patty, plain","21"
"4641","4641","Fast foods, sandwiches and burgers, hamburger, large, triple patty, with condiments","21"
"4642","4642","Fast foods, sandwiches and burgers, ham and cheese sandwich","21"
"4643","4643","Fast foods, sandwiches and burgers, ham, egg and cheese sandwich","21"
"4644","4644","Fast foods, hot dog, plain","21"
"4645","4645","Fast foods, hot dog with chili","21"
"4646","4646","Fast foods, corn dog, wiener/sausage with cornflour coating","21"
"4647","4647","Fast foods, sandwiches and burgers, roast beef sandwich, plain","21"
"4648","4648","Fast foods, sandwiches and burgers, roast beef sandwich with cheese","21"
"4649","4649","Fast foods, sandwiches and burgers, steak sandwich","21"
"4650","4650","Fast foods, sandwiches and burgers, submarine sandwich on white bread with coldcuts, lettuce and tomatoes","21"
"4651","4651","Fast foods, sandwiches and burgers, submarine sandwich on white bread with roast beef, lettuce and tomatoes","21"
"4652","4652","Fast foods, sandwiches and burgers, submarine sandwich on white bread, with tuna salad, lettuce and tomatoes","21"
"4653","4653","Fast foods, side dish, coleslaw","21"
"4654","4654","Fast foods, side dish, corn on the cob with butter","21"
"4655","4655","Fast foods, side dish, hush puppies","21"
"4656","4656","Fast foods, side dish, onion rings, breaded and fried","21"
"4657","4657","Fast foods, side dish, potato, baked, topped with cheese sauce","21"
"4658","4658","Fast foods, side dish, potato, baked, topped with cheese sauce and bacon","21"
"4659","4659","Fast foods, side dish, potato, baked, topped with cheese sauce and broccoli","21"
"4660","4660","Fast foods, side dish, potato, baked, topped with cheese sauce and chili","21"
"4661","4661","Fast foods, side dish, potato, baked, topped with sour cream and chives","21"
"4662","4662","Fast foods, side dish, potato, french-fried in beef tallow","21"
"4663","4663","Fast foods, side dish, potato, french-fried in beef tallow and vegetable oil","21"
"4664","4664","Fast foods, side dish, potato, french-fried in vegetable oil","21"
"4665","4665","Fast foods, side dish, potato, mashed","21"
"4666","4666","Fast foods, side dish, potato salad","21"
"4669","4669","Fast foods, sandwiches and burgers, hamburger, large, double patty, with condiments and vegetables","21"
"4711","4711","Milk, fluid, chocolate, partly skimmed, 1% M.F.","1"
"4721","4721","Egg, chicken, white, dried","1"
"4722","4722","Cheese, cream, fat free","1"
"4723","4723","Spices, rosemary, fresh","2"
"4724","4724","Peppermint, fresh","2"
"4725","4725","Spices, spearmint, fresh","2"
"4726","4726","Spices, spearmint, dried","2"
"4727","4727","Sauce, plum, ready-to-serve","6"
"4728","4728","Soup, stock, fish, homemade","6"
"4729","4729","Sauce, hoisin, ready-to-serve","6"
"4730","4730","Sauce, oyster, ready-to-serve","6"
"4731","4731","Sauce, fish, ready-to-serve","6"
"4733","4733","Sauce, cheese sauce mix, dry, unprepared","6"
"4734","4734","Sauce, cheese, ready-to-serve","6"
"4735","4735","Sauce, pasta, spaghetti or marinara, ready-to-serve","6"
"4736","4736","Tomato, crushed, canned","11"
"4745","4745","Beef, brisket, whole, lean and fat, 3mm (1/8\") trim,  raw","13"
"4746","4746","Beef, brisket, whole, lean and fat, 3mm (1/8\") trim, braised","13"
"4757","4757","Beef, hip, rump roast, lean and fat, 3mm (1/8\") trim,  raw","13"
"4758","4758","Beef, hip, rump roast, lean and fat, 3mm (1/8\") trim, broiled","13"
"4776","4776","Hot chocolate with marshmallows, powder, mix","14"
"4777","4777","Hot chocolate, rich, mix, powder","14"
"4778","4778","Hot chocolate, cocoa, without sugar, mix, powder","14"
"4779","4779","Coffee, brewed, espresso, restaurant prepared","14"
"4780","4780","Plant-based beverage, rice, enriched","14"
"4781","4781","Lamb, Canadian, composite cuts, lean and fat, 3mm (1/8\") trim, raw","17"
"4782","4782","Lamb, Canadian, composite cuts, lean and fat, 3mm (1/8\"), cooked","17"
"4783","4783","Lamb, Canadian, foreshank, lean and fat, 3mm trim (1/8''), raw","17"
"4784","4784","Lamb, Canadian, foreshank, lean and fat, 3mm (1/8\") trim, cooked","17"
"4785","4785","Lamb, Canadian, leg, whole, lean and fat, 3mm (1/8\") trim, raw","17"
"4786","4786","Lamb, Canadian, leg, whole, lean and fat, 3mm (1/8\") trim, cooked","17"
"4791","4791","Lamb, Canadian, loin, lean and fat, 3mm (1/8\") trim, raw","17"
"4792","4792","Lamb, Canadian, loin, lean and fat, 3mm (1/8\") trim, cooked","17"
"4794","4794","Lamb, Canadian, rib, lean and fat, 3mm (1/8\") trim, raw","17"
"4795","4795","Lamb, Canadian, rib, lean and fat, 3mm (1/8\") trim, cooked","17"
"4797","4797","Lamb, Canadian, shoulder, whole, lean and fat, 3mm (1/8\") trim, raw","17"
"4800","4800","Lamb, Canadian, shoulder, whole , lean and fat, 3mm (1/8\") trim,  cooked","17"
"4809","4809","Lamb, New Zealand, frozen, composite, lean and fat, 3mm (1/8\") trim, raw","17"
"4810","4810","Lamb, New Zealand, frozen, composite, lean and fat, 3mm (1/8\") trim, cooked","17"
"4811","4811","Lamb, New Zealand, frozen, foreshank, separable lean and fat, 3mm (1/8\") trim, raw","17"
"4812","4812","Lamb, New Zealand, frozen, foreshank, separable lean and fat, 3mm (1/8\") trim, braised","17"
"4813","4813","Lamb, New Zealand, frozen, leg, whole, lean and fat, 3mm (1/8\") trim, raw","17"
"4814","4814","Lamb, New Zealand, frozen, leg, whole, lean and fat, 3mm (1/8\") trim, roasted","17"
"4815","4815","Lamb, New Zealand, frozen, loin, separable lean and fat, 3mm (1/8\") trim, raw","17"
"4816","4816","Lamb, New Zealand, frozen, loin, separable lean and fat, 3mm (1/8\") trim, broiled","17"
"4817","4817","Lamb, New Zealand, frozen, rib, lean and fat, 3mm (1/8\") trim, raw","17"
"4818","4818","Lamb, New Zealand, frozen, rib, lean and fat, 3mm (1/8\") trim, roasted","17"
"4819","4819","Lamb, New Zealand, frozen, shoulder, whole, separable lean and fat, 3mm (1/8\") trim, raw","17"
"4820","4820","Lamb, New Zealand, frozen, shoulder, whole, separable lean and fat, 3mm (1/8\") trim, braised","17"
"4821","4821","Cake, pound, commercial, fat free","18"
"4823","4823","Cake, yellow, light, dry mix, unprepared","18"
"4828","4828","Candies, confectioner's coating, yogourt","19"
"4829","4829","Candies, halavah (halvah), plain","19"
"4830","4830","Sweets, baking chocolate, M&M's Semisweet Chocolate Mini Baking Bits","19"
"4831","4831","Sweets, baking chocolate, milk chocolate, mini bits","19"
"4832","4832","Candies, M&M's, mini milk chocolate","19"
"4833","4833","Dessert, frozen, ice, Italian, restaurant prepared","19"
"4839","4839","Duck, young duckling, domestic, White Pekin, breast, meat and skin, boneless, roasted","5"
"4840","4840","Duck, duckling, domestic, Pekin, breast, meat only, boneless, cooked without skin, broiled","5"
"4841","4841","Duck, duckling, domestic, Pekin, leg, meat only, bone in, cooked without skin, braised","5"
"4843","4843","Deli-meat, chicken breast (honey glazed)","7"
"4845","4845","Mangosteen, canned, syrup pack","9"
"4846","4846","Jackfruit, canned, syrup pack","9"
"4847","4847","Durian, raw or frozen","9"
"4848","4848","Cucumber, peeled, raw","11"
"4849","4849","Tomato, yellow, raw","11"
"4850","4850","Arrowroot, raw","11"
"4851","4851","Broccoli, chinese, cooked","11"
"4853","4853","Lemon grass (citronella), raw","11"
"4854","4854","Broadbeans (fava beans), in pod, raw","11"
"4855","4855","Grape leaves (vine leaves), raw","11"
"4856","4856","Grape leaves, canned","11"
"4857","4857","Pepper, banana, raw","11"
"4858","4858","Pepper, serrano, raw","11"
"4859","4859","Pepper, ancho, dried","11"
"4860","4860","Pepper, jalapeno, raw","11"
"4861","4861","Pepper, chili, green, canned","11"
"4862","4862","Pepper, Hungarian, raw","11"
"4863","4863","Pepper, pasilla, dried","11"
"4864","4864","Epazote, raw","11"
"4865","4865","Fireweed, native, leaves, raw","11"
"4866","4866","Mushroom, oyster, raw","11"
"4867","4867","Mushroom, straw, canned, drained solids","11"
"4868","4868","Wasabi, root, (Japanese horseradish), raw","11"
"4869","4869","Lentils, pink, raw","16"
"4870","4870","Hummus, commercial","16"
"4871","4871","Grains, corn flour, degermed, unenriched, yellow","20"
"4872","4872","Grains, barley flour","20"
"4873","4873","Grains, barley, malt flour","20"
"4874","4874","Pasta, rice noodles, cooked","20"
"4875","4875","Duck, duckling, domestic, Pekin, leg, meat and skin, bone in, roasted","5"
"4878","4878","Rambutan, canned, syrup pack","9"
"4879","4879","Prune puree","9"
"4880","4880","Tomato, orange, raw","11"
"4881","4881","Chrysanthemum leaves, raw","11"
"4882","4882","Cabbage, napa, cooked","11"
"4883","4883","Malabar spinach, cooked","11"
"4884","4884","Mushroom, fungi, Cloud ears, dried","11"
"4885","4885","Yautia (tannier), raw","11"
"4886","4886","Chickpea flour (besan)","16"
"4887","4887","Snacks, RICE KRISPIES SQUARES","25"
"4888","4888","Pasta, rice noodles, dry","20"
"4890","4890","Capers, canned","2"
"4891","4891","Horseradish, prepared","2"
"4903","4903","Soup, NISSIN, OODLES OF NOODLES TOP RAMEN, ramen noodles, oriental flavour, dry","6"
"4904","4904","Soup, NISSIN, CUP NOODLES, ramen noodle, chicken flavour, dry","6"
"4905","4905","Sauce, Alfredo, dehydrated","6"
"4906","4906","Fiddlehead greens (ferns), raw","11"
"4908","4908","Tea, iced, lemon flavour, ready-to-drink","14"
"4909","4909","Tofu, regular; soft or firm, prepared with magnesium chloride (nigari)","16"
"4910","4910","Tofu, silken, soft","16"
"4911","4911","Tofu, silken, firm","16"
"4912","4912","Tofu, silken, extra firm","16"
"4913","4913","Tofu, silken, light, firm","16"
"4914","4914","Tofu, silken, light, extra firm","16"
"4915","4915","Cracker, cheese, reduced fat","18"
"4917","4917","Dessert, frozen, ice cream, light, with aspartame, vanilla","19"
"4919","4919","Macaroni and cheese, canned entree","22"
"4925","4925","Pasta with sliced franks in tomato sauce, canned","22"
"4931","4931","Chicken breast with broccoli and cheese stuffing, frozen","22"
"4933","4933","Macaroni and beef in tomato sauce, frozen","22"
"4935","4935","Beef pot roast with whipped potatoes, frozen","22"
"4936","4936","Creamed chipped beef, frozen","22"
"4939","4939","Oriental beef with vegetables and rice, frozen","22"
"4940","4940","Salisbury steak in gravy with macaroni and cheese, frozen","22"
"4941","4941","Stuffed cabbage with meat in tomato sauce and whipped potatoes, frozen","22"
"4942","4942","Breakfast, scrambled eggs & sausage with hashed brown potatoes, frozen","22"
"4951","4951","Chicken enchilada and mexican-style rice with Monterey Jack cheese sauce, frozen","22"
"4954","4954","Chicken nuggets, macaroni in cheese sauce, corn in a seasoned sauce and chocolate pudding, frozen","22"
"4962","4962","Pizza, pepperoni, frozen, cooked","22"
"4963","4963","Chili con carne with beans, canned","22"
"4964","4964","Beef stew, canned","22"
"4965","4965","Chicken pot pie, frozen, prepared","22"
"4970","4970","Sauce, mustard, yellow, ready-to-serve","2"
"4973","4973","Mushroom, portabella (portobello), raw","11"
"4974","4974","Mushroom, brown, Italian (crimini), raw","11"
"4975","4975","Nuts, macadamia, dry roasted, unsalted","12"
"4976","4976","Nuts, macadamia, dry roasted, salted","12"
"4979","4979","Carbonated drinks, cola with aspartame, decaffeinated","14"
"4980","4980","Carbonated drinks, cola, decaffeinated","14"
"4981","4981","Coffee, brewed, prepared with municipal water, decaffeinated","14"
"4983","4983","Coffee, instant, French vanilla flavour, with aspartame and acesulfame potassium, fat free, sugar free, low calorie, powder","14"
"4985","4985","Tea, brewed, prepared with tap water, decaffeinated","14"
"4986","4986","Soybean, fermented products, Tempeh (tempe), cooked","16"
"4988","4988","Game meat, bison, top sirloin, separable lean only, raw","17"
"4989","4989","Game meat, bison, rib eye, separable lean only, raw","17"
"4990","4990","Waffle, whole wheat, low fat","18"
"4991","4991","Muffin, blueberry flavour (artificial), dry mix, unprepared","18"
"4993","4993","Game meat, bison, shoulder, separable lean only, raw","17"
"4994","4994","Toaster pastry, fruit (strawberry, cherry, apple), low fat","18"
"4995","4995","Beef, ground, medium, crumbled, pan-fried","13"
"4996","4996","Beef, ground, extra lean, raw","13"
"4997","4997","Beef, ground, extra lean, patty, pan-fried","13"
"4998","4998","Beef, ground, extra lean, crumbled, pan-fried","13"
"5001","5001","Sauce, nacho cheese sauce, ready-to-serve","6"
"5002","5002","Deli-meat, turkey breast, cooked, fat free, sliced","7"
"5009","5009","Beef, ground, lean, crumbled, pan-fried","13"
"5010","5010","Beef, ground, regular, crumbled, not rinsed, pan-fried","13"
"5011","5011","Beef, ground, regular, crumbled, pan-fried, rinsed","13"
"5067","5067","Cereal, ready to eat, Chex: honey nut, General Mills","8"
"5069","5069","Cereal, ready to eat, Nesquik, General Mills","8"
"5081","5081","Cereal, hot, oats, instant: dinosaur eggs, dry, Quaker","8"
"5082","5082","Cereal, hot, oats, instant: cookies and cream, dry, Quaker","8"
"5084","5084","Cereal, hot, oats, instant: golden honey with bran, dry, Quaker","8"
"5088","5088","Cereal, hot, oats, instant: Wild Berry Medley, dry, Quaker","8"
"5112","5112","Cereal, ready to eat, Alpen: low fat, unsalted, without sugar, Weetabix","8"
"5113","5113","Cereal, ready to eat, Grainshop, Weetabix","8"
"5114","5114","Cereal, ready to eat, Kashi: honey puffed, Kashi","8"
"5124","5124","Cereal, ready to eat, Kashi: high fibre flakes and granola, Kashi","8"
"5132","5132","Cereal, ready to eat, Morning Crisp: strawberry, Jordans","8"
"5133","5133","Cereal, ready to eat, Morning Crisp: chocolate, Jordans","8"
"5134","5134","Cereal, ready to eat, Morning Crisp: four nut, Jordans","8"
"5135","5135","Cereal, ready to eat, Muesli: organic, Jordans","8"
"5136","5136","Cereal, ready to eat, Muesli: supreme, Jordans","8"
"5137","5137","Cereal, ready to eat, Shredded Wheat: honey nut, Post","8"
"5139","5139","Cereal, ready to eat, Selects, Cranberry Almond Crunch, Post","8"
"5143","5143","Cereal, hot, oats, Quick: Robin Hood, dry, Robin Hood","8"
"5144","5144","Cereal, ready to eat, Apple Cinnamon Hoops, Barbara's Bakery","8"
"5145","5145","Cereal, ready to eat, Puffins: cinnamon, Barbara's Bakery","8"
"5148","5148","Cereal, ready to eat, Hole n' Oats, Honey Nut, Barbara's Bakery","8"
"5153","5153","Cereal, ready to eat, Corn Dunks, President's Choice","8"
"5155","5155","Cereal, ready to eat, Granola: with raisins and almonds, Blue Menu, President's Choice","8"
"5158","5158","Cereal, ready to eat, Granola:with honey and almonds, Organics, President's Choice","8"
"5161","5161","Cereal, ready to eat, Frosted Flakes: lightly toasted, President' Choice","8"
"5168","5168","Cereal, ready to eat, Bran Flakes, too good to be true, President's Choice","8"
"5173","5173","Turkey, tom, breast, meat only, raw","5"
"5174","5174","Babyfood, cereal, ready-to-eat, 'O' Shaped with whole milk","3"
"5175","5175","Turkey, tom, drumstick, meat only, raw","5"
"5176","5176","Turkey, tom, thigh, meat only, raw","5"
"5178","5178","Turkey, tom, leg, meat only, raw","5"
"5179","5179","Turkey, tom, wing, meat only, raw","5"
"5180","5180","Turkey, tom, breast, meat, roasted","5"
"5181","5181","Turkey, tom, drumstick, meat, roasted","5"
"5182","5182","Turkey, tom, thigh, meat, roasted","5"
"5184","5184","Turkey, tom, leg, meat, roasted","5"
"5185","5185","Turkey, tom, wing, meat, roasted","5"
"5186","5186","Turkey, tom, drumstick, meat and skin, roasted","5"
"5187","5187","Turkey, tom, drumstick, meat and skin, raw","5"
"5188","5188","Turkey, tom, thigh, meat and skin, raw","5"
"5189","5189","Turkey, tom, thigh, meat and skin, roasted","5"
"5193","5193","Cereal, hot, oats, instant: Dinosaur Eggs, prepared, Quaker","8"
"5195","5195","Cereal, hot, oats, instant: Cookies and Cream, prepared, Quaker","8"
"5196","5196","Cereal, hot, oats, instant: golden honey with bran, prepared, Quaker","8"
"5199","5199","Cereal, hot, oats, instant: Wild Berry Medley, prepared, Quaker","8"
"5203","5203","Veal, grain-fed, shoulder, blade steak, lean and fat, raw","17"
"5204","5204","Veal, grain-fed, shoulder, blade steak, lean and fat, braised","17"
"5205","5205","Veal, milk-fed, rib chop, lean and fat, broiled","17"
"5206","5206","Veal, milk-fed, shoulder, blade steak, lean and fat, raw","17"
"5207","5207","Veal, milk-fed, shoulder, blade steak, lean and fat, braised","17"
"5208","5208","Cereal, ready to eat, Honest O's, Barbara's Bakery","8"
"5209","5209","Goose, wild (Canada goose), native, meat only, raw","5"
"5211","5211","Veal, milk-fed, rib chop, lean, broiled","17"
"5212","5212","Goose, wild (Canada goose), native, meat only, roasted","5"
"5213","5213","Goose, wild (Canada goose), native, meat only, boiled","5"
"5214","5214","Veal, milk-fed, shoulder, blade steak, lean, raw","17"
"5215","5215","Goose, wild (Canada goose), native, breast, meat and skin, raw","5"
"5216","5216","Veal, milk-fed, shoulder, blade steak, lean, braised","17"
"5217","5217","Goose, wild (Canada goose), native, breast, meat and skin, roasted","5"
"5218","5218","Goose, wild (Canada goose), native, breast, meat and skin, fire roasted","5"
"5219","5219","Goose, wild (Canada goose), native, breast, meat and skin, boiled","5"
"5220","5220","Goose, wild (Canada goose), native, leg, meat and skin, raw","5"
"5221","5221","Veal, grain-fed, shoulder, blade steak, lean, raw","17"
"5222","5222","Veal, grain-fed, shoulder, blade steak, lean, braised","17"
"5223","5223","Goose, wild (Canada goose), native, leg, meat and skin, roasted","5"
"5224","5224","Goose, wild (Canada goose), native, leg, meat and skin, fire roasted","5"
"5225","5225","Goose, wild (Canada goose), native, leg, meat and skin, boiled","5"
"5226","5226","Goose, wild (Canada goose), native, collar, meat and skin, roasted","5"
"5227","5227","Goose, wild (Canada goose), native, collar, meat and skin, fire roasted","5"
"5228","5228","Goose, wild (Canada goose), native, liver, raw","5"
"5229","5229","Goose, wild (Canada goose), native, liver, roasted","5"
"5230","5230","Goose, wild (Canada goose), native, lungs, roasted","5"
"5231","5231","Cereal, hot, Red River, dry Robin Hood","8"
"5232","5232","Cereal, hot, Red River, prepared, Robin Hood","8"
"5240","5240","Cracker, cheese, reduced sodium","18"
"5241","5241","Plant-based beverage, soy, original and vanilla, unenriched","14"
"5253","5253","Soup, NISSIN, OODLES OF NOODLES TOP RAMEN ramen noodles, oriental flavour, dry, water added","6"
"5254","5254","Soup, NISSIN, CUP NOODLES, ramen noodles, chicken flavour, dry, water added","6"
"5255","5255","Soup, cream, asparagus, canned, condensed, 2% M.F. milk added","6"
"5256","5256","Soup, cream, celery, canned, condensed, 2% M.F. milk added","6"
"5257","5257","Soup, cheddar cheese, canned, condensed, 2% M.F. milk added","6"
"5258","5258","Soup, cream, chicken, canned, condensed, 2% M.F. milk added","6"
"5260","5260","Soup, cream, mushroom, canned, condensed, 2% M.F. milk added","6"
"5261","5261","Soup, cream, onion, canned, condensed, 2% M.F. milk added","6"
"5263","5263","Soup, cream, potato, canned, condensed, 2% M.F. milk added","6"
"5266","5266","Soup, pea, green, canned, condensed, 2% M.F. milk added","6"
"5267","5267","Soup, tomato, canned, condensed, 2% M.F. milk added","6"
"5268","5268","Beverage mix, carob flavour, powder, with 2% M.F. milk","14"
"5269","5269","Beverage mix, chocolate flavour, powder, with 2% M.F. milk","14"
"5270","5270","Chocolate syrup, thin type, 2% M.F. milk added","1"
"5273","5273","Malted milk, natural flavour, powder, with 2% M.F. milk","14"
"5275","5275","Malted milk, chocolate flavour, powder, with 2% M.F. milk","14"
"5276","5276","Strawberry flavour mix, powder, with 2% M.F. milk","14"
"5277","5277","Potato, mashed, homemade, prepared with 2% M.F. milk and margarine","11"
"5278","5278","Potato, mashed, homemade, prepared with 2% M.F. milk","11"
"5279","5279","Potato, mashed, homemade, prepared with 2% M.F. milk and butter","11"
"5282","5282","Abiyuch, raw","9"
"5283","5283","Rowal, raw","9"
"5284","5284","Potato, Russet, flesh and skin, raw","11"
"5285","5285","Potato, white, flesh and skin, raw","11"
"5286","5286","Potato, red, flesh and skin, raw","11"
"5287","5287","Juice drink, mixed vegetable and fruit","14"
"5288","5288","Carbonated drinks, cola","14"
"5290","5290","Tea, instant, unsweetened, powder, decaffeinated","14"
"5291","5291","Tea, instant, sweetened, lemon flavour, powder, decaffeinated","14"
"5292","5292","Sports drink, fruit flavour, low calorie, ready-to-drink","14"
"5293","5293","Carbonated drinks, chocolate","14"
"5294","5294","Non-alcoholic, wine","14"
"5295","5295","Hot chocolate, rich, mix, powder, prepared with water","14"
"5296","5296","Hot chocolate with marshmallows, mix, powder, prepared with water","14"
"5297","5297","Hot chocolate, cocoa, without sugar, mix, powder, prepared with water","14"
"5299","5299","Cream, sour, light","1"
"5300","5300","Cream, sour, fat free","1"
"5305","5305","Dessert topping (non dairy), fat free, Reddi Wip","1"
"5306","5306","Salad dressing, french, fat free","4"
"5307","5307","Butter, light, salted","1"
"5308","5308","Butter, light, unsalted","1"
"5309","5309","Meat drippings (lard, beef tallow, mutton tallow)","4"
"5310","5310","Animal fat, bacon grease","4"
"5316","5316","Shortening, household, composite","4"
"5327","5327","Salad dressing, thousand island dressing, fat free","4"
"5328","5328","Salad dressing, italian, fat free","4"
"5329","5329","Salad dressing, ranch dressing, fat free","4"
"5330","5330","Salad dressing, ranch dressing, commercial, regular","4"
"5331","5331","Salad dressing, ranch dressing, reduced fat","4"
"5332","5332","Salad dressing, mayonnaise, reduced fat","4"
"5333","5333","Chicken, canned, no broth","5"
"5334","5334","Chicken, feet, boiled","5"
"5335","5335","Chicken, liver, all classes, cooked, pan-fried","5"
"5336","5336","Soup, stock, beef, homemade","6"
"5337","5337","Soup, stock, chicken, homemade","6"
"5338","5338","Soup, minestrone, ready-to-serve, reduced sodium","6"
"5339","5339","Soup, cream, mushroom, canned, condensed, reduced sodium","6"
"5340","5340","Soup, broth, chicken, ready to serve, reduced sodium","6"
"5341","5341","Sauce, teriyaki, ready-to-serve, reduced sodium","6"
"5347","5347","Soup, ramen noodles, any flavour, dry","6"
"5348","5348","Soup, broccoli cheese, canned, condensed","6"
"5350","5350","Soup, tomato, canned, condensed, reduced sodium","6"
"5351","5351","Gravy, brown instant, dry","6"
"5352","5352","Gravy, instant beef, dry","6"
"5353","5353","Gravy, instant turkey, dry","6"
"5354","5354","Sauce, chili, peppers, hot, chili, mature red, canned","6"
"5355","5355","Sauce, chili, peppers, hot, chili, immature green, canned","6"
"5356","5356","Soup, broth, fish","6"
"5357","5357","Soup, tomato, low sodium, water added","6"
"5358","5358","Soup, pea, low sodium, water added","6"
"5361","5361","Soup, cream, mushroom, ready-to-serve, reduced sodium","6"
"5362","5362","Soup, potato, instant, dehydrated, unprepared","6"
"5363","5363","Soup, broth, chicken, ready-to-serve, no salt added","6"
"5364","5364","Sauce, tomato chili sauce, bottled, salted","6"
"5368","5368","Sauce, pasta, spaghetti or marinara, ready-to-serve, low sodium","6"
"5369","5369","Gravy, meat or poultry, prepared, low sodium","6"
"5370","5370","Soup, beef and mushroom, low sodium, chunky style","6"
"5371","5371","Sauce, adobo fresco","6"
"5373","5373","Soup, bouillon cubes and granules, low sodium, dry","6"
"5376","5376","Wiener (frankfurter), beef, pork, and turkey, fat free","7"
"5377","5377","Pork/ham/chicken, canned, reduced sodium","7"
"5378","5378","Pork and ham, canned","7"
"5379","5379","Pork and chicken, canned","7"
"5381","5381","Sausage, breakfast links or rounds, pork, pre-cooked","7"
"5384","5384","Sausage, breakfast links or rounds, beef, cooked","7"
"5389","5389","Blackberry juice, canned","9"
"5390","5390","Cranberry, dried, sweetened","9"
"5391","5391","Olive, pickled, canned or bottled, green","9"
"5392","5392","Candied, maraschino cherries, jar, drained","19"
"5393","5393","Fruit cocktail (peach, pear, apricot, pineapple, cherry, grape), canned, heavy syrup, drained","9"
"5394","5394","Pineapple, canned, juice pack, drained","9"
"5395","5395","Apricot, canned, heavy syrup, drained","9"
